"periods","CETs","GECs","HBCM","GDCM"
84,0.0116608185723459,0.00692698636333242,-0.0106621506948441,-0.00871239873728905
85,0.0113074084374895,0.00639541923417387,-0.00875985641232639,-0.00552981359733049
86,0.0104985372431785,-0.00259598913362404,-0.00921528376609182,-0.00527639361668387
87,0.00951960383379755,0.000267351305444033,-0.00778839778676086,-0.00225993845391635
88,0.00722348894598606,-0.00242927747898573,-0.034744589717196,-0.0278439387889293
89,0.00453492072669621,-0.0124451012350959,-0.0334277431131493,-0.0228932659022933
90,0.00149787407673229,-0.0066876331925312,-0.0326011334455983,-0.0182181083138366
91,-0.00192739099453618,-0.00888476062423666,-0.0302413313523591,-0.0141265202401691
92,-0.00547254985761677,-0.00713610542903181,-0.027162691202545,-0.00931281698427087
93,-0.00911911776411698,-0.0079409382464958,-0.0250366989013778,-0.00610778728722689
94,-0.0127647970431839,-0.0127523077915134,-0.0215463462283736,-0.00242518535343418
95,-0.0163595392485242,-0.0134434962250094,-0.0193105277478167,-0.00128387309447732
96,-0.0198762323224463,-0.020231449655778,-0.0169214164928529,0.000622426351786423
97,-0.0233484848562008,-0.0276013802596114,-0.0182186627322449,3.14624277483561e-05
98,-0.0266500384234572,-0.0281987718890246,-0.017524938292083,-0.000407841326153527
99,-0.0298791278751366,-0.0352512751210464,-0.015864226726746,-0.000778899091502582
100,-0.0332276751531796,-0.0368313826101341,-0.0253998400589282,-0.00995616386400454
