"价格","shenzhen_RECs_log_returns","hubei_c_log_returns","shenzhen_c_log_returns"
0.000223888952015638,1.59235624447546,-0.00149925065564149,0.00129988319356311
-0.0151125014457665,-2.139783770686,0.0195623422875824,0.0131631788339917
-0.00227531383713542,0.0874612757699946,-0.00688979103381593,-0.00746368154008969
-0.0230424941471545,0.224425485378604,0.0115381174462863,0.0429793145008257
-0.0214403312378693,-0.0712962962306678,0.0130942705061678,-0.0187341559987324
0.0467581392221592,1.76944740662303,0.00576508923191721,-0.0252790174724442
0.0361565829379811,0,-0.00456128506583786,0.00952265592568624
-0.00175515622064859,0,-0.000962927373393541,0.0433597552862701
-0.0119285708652739,1.55814461804655,-0.0182287220264712,0.0044052934679164
-0.00133422301313635,-1.55814461804655,-0.0195671877589083,0.00778403346541223
-0.0341778202104526,-7.82404601085629,0.000250093786473116,-0.000484730983800752
-0.00438445377572316,0,0.0168612970604065,0.0134844325877839
0.0140087260471846,0,0.00294623341033384,0.00167284063386219
0.0115634436639742,0,0.0148439275018015,-0.0117690802416948
-0.0175103962318652,-1.11704142413648,0.00889749767781511,0.0337324143962134
-0.0319337238301265,0.640906068714254,0.0149699837288284,0.00233317884657858
-0.00904122266350704,0.274264035491198,-0.0335762955336043,0.0170983832821778
0.00880434003773978,0.393865171367486,-0.0244426438351644,0.0011448198159334
0.0433490050502514,0.315977941606628,0.0121725512433497,0.00524935588614373
0.0432871929844914,-1.99102053953784,0.00982808893626252,0.0211719620002038
-0.0299912224651226,0.184915439047693,0.0477417628852153,-0.0143661281076568
-0.0162458446655793,-0.659854193965522,0.0181630184729689,-0.0119212782756386
-0.00136580945429499,0.35325223666123,-0.0327898228229908,-0.0141681617486218
-0.0105336444554456,8.00636756765025,0.0215062052209634,0.00373570362066422
-0.000230229078949318,-0.00685678746321283,-0.000472925050195361,0.0125059527079681
-0.00438445377572316,-1.37943757365668,-0.0176573425540707,0.00390490906208152
-0.00486844592049929,2.14865661070131,-0.0618139421622712,0.00114560672398678
-0.000930016342318041,-0.944683806375373,0.0531098253139484,-0.00229252736811869
0.00579846226281733,0,0.0173331253284488,-0.00413984031909154
-0.0137387188333196,0.00359353551013042,-0.00959239969143955,-0.00624207320951786
-0.000938306425867452,-0.00359353551013042,0,0.000463714360268597
0.00374795472699674,0.00697561373642541,-0.0335692429578272,-0.0123616734491896
-0.00845273875231811,1.23625636454163,0.0148407373814958,0.0174483896195703
0.000942729270857257,-1.24323197827805,0.0182464617010054,0.00345343960119804
-0.000471253543123051,0,-0.00920326185913733,-0.00877198607283702
-0.000707296976321103,0.0186254641231649,0.0398288007366281,0.00531854647163899
-0.00165230770508007,2.50229162318787,-0.0148395138627744,-0.0190925473592998
