"periods","CETs","GECs","HBCM","GDCM"
1,1.57642491268148,24.9868984861474,0.0613723217703353,0.0493055987979221
2,1.99902645560652,23.2411255805241,0.112008909423518,0.0954152600853402
3,2.40436733675476,21.4572680416285,0.179801563031853,0.16245759941223
4,2.77681738739758,19.6644075896454,0.266974303315735,0.252435298264581
5,3.10418173505499,17.8988607347435,0.373541956073791,0.361935839618264
6,3.3771372612289,16.1587056535524,0.496745641763831,0.487659811065919
7,3.58960080988299,14.4774894552691,0.633932016465242,0.623982236957912
8,3.73834043756518,12.8676135108357,0.789438398868055,0.772893345977199
9,3.82238228390334,11.3348170219216,0.954856762836719,0.924411535564281
10,3.843344512275,9.8978847907004,1.13409845054219,1.07999329068608
11,3.80469909688312,8.56652933333524,1.32229503464662,1.23324758733095
12,3.71147377567912,7.34590967988898,1.51590730320526,1.37928983669539
13,3.56942392602478,6.20977995998554,1.70920800580971,1.51155017518372
14,3.38589255159901,5.19537580278721,1.90288024935436,1.63168773936982
15,3.16838236853214,4.2860598300208,2.09046873970954,1.73352790401085
16,2.92478503036772,3.47885218806146,2.27023137470929,1.8159623926894
17,2.66326686218511,2.77866533822376,2.44031085768036,1.87899671859946
18,2.39158489489532,2.17380712067334,2.59727297484668,1.92019611656204
19,2.11756352511319,1.68174821454219,2.74003126858693,1.94093859819834
20,1.84801640095509,1.27387913256692,2.86340019526279,1.93579937074074
21,1.58953921606507,0.956753785691255,2.96936413333455,1.91458112502954
22,1.34743342133061,0.69940281812825,3.05354610173597,1.87201791616801
23,1.12640222451563,0.508466181904554,3.1162954172807,1.81127391613006
24,0.930371009250522,0.384014913327024,3.15840749838941,1.73623617530083
25,0.761840600876326,0.303926403849337,3.17434572292847,1.64344243775176
26,0.622472451243867,0.253465924703578,3.16761039697836,1.53867465482709
27,0.51357836105332,0.261208854309768,3.14067601281602,1.42716679536119
28,0.435295343990056,0.302840830074794,3.09617205636351,1.31205160814728
29,0.386868835018166,0.359780281601443,3.02986016214933,1.19152703184649
30,0.366948046949569,0.426832299547681,2.94709350008151,1.07054659792508
31,0.373513684672311,0.505307470725254,2.8474344370684,0.949943895214754
32,0.403702323776077,0.57674868273977,2.72842813659023,0.828728587401106
33,0.454684666589396,0.653310386813731,2.59861864580835,0.716470674345931
34,0.523243933298494,0.725470642492967,2.4626942025531,0.613585230716182
35,0.605487883069783,0.786478344122824,2.31107704960252,0.51493743011433
36,0.698068349683585,0.837492930063014,2.15649365177442,0.431613840210154
37,0.797486186285764,0.889989622787552,1.99966784716042,0.361029588954371
38,0.900007688736035,0.917149523808042,1.83886297092689,0.299654983708259
39,1.00238172932599,0.932751998864336,1.67898924263214,0.251764777002423
40,1.10185389368699,0.953524148994505,1.52400343452219,0.219323756192388
41,1.19564356087585,0.95877130112124,1.37389660500579,0.200693529035927
42,1.28130590341485,0.949693661161043,1.22807584858402,0.190994864154911
43,1.35727914317277,0.948959346408262,1.09192576708326,0.195348782233535
44,1.42168080387522,0.935058402795793,0.958698212511404,0.204563741630599
45,1.47322270286181,0.904202312140599,0.832966589633812,0.221524628049001
46,1.51096109913218,0.860623878122492,0.719405480715575,0.24735506842496
47,1.53397234243968,0.794357607653969,0.611449591961792,0.274498198421063
48,1.54253211875115,0.743732037669437,0.516432208165292,0.311844343768506
49,1.53688200490735,0.698954173650708,0.4334015981732,0.353315905495004
50,1.51744712812801,0.640099933595518,0.359669239480526,0.396754272693108
51,1.48512115710602,0.592957260165665,0.295968009807232,0.44033051631875
52,1.44110240307612,0.540590406433058,0.247397247738635,0.487704493296114
53,1.3870684368627,0.49828008809721,0.214276669270877,0.538312935187071
54,1.32427817332786,0.459784671388593,0.180988853434465,0.581003182967986
55,1.25433601651898,0.409964307271328,0.163255326028951,0.623676268480492
56,1.17924285440995,0.383800040210211,0.153174582194179,0.663250768445762
57,1.10021663609867,0.350383376237479,0.142205650069406,0.68622125828526
58,1.01892876029442,0.326085489223166,0.133916100286858,0.703875483912897
59,0.936453011071627,0.285648417496193,0.129244727387107,0.713473210785462
60,0.854722492256077,0.275438669895555,0.131903261344448,0.722048278941255
61,0.774673463924821,0.256935657923963,0.134736329146699,0.721976141927758
62,0.697643942634984,0.249679844545772,0.141749477373098,0.717124641273009
63,0.624598236430239,0.247231631418987,0.149665547221639,0.705755208494148
64,0.556423209942619,0.247754929338284,0.157577298657685,0.689022968643153
65,0.493678164938008,0.240543344910867,0.166282511212324,0.669076065886449
66,0.437222167023847,0.242218437519878,0.181215167304526,0.648481709221446
67,0.387518567450471,0.252818207320529,0.194706769212972,0.626365932311008
68,0.345079781913469,0.278730466579172,0.20591074155529,0.598245874985418
69,0.309641178406231,0.291893970496616,0.212456607545909,0.562944322527291
70,0.281273361266517,0.31268733486661,0.217168060159105,0.527124821020722
71,0.259726516620398,0.325282631613905,0.221430165314075,0.490036620610783
72,0.244693625325695,0.358394962536169,0.221739358024515,0.450846404779873
73,0.235611435899314,0.363908614313211,0.221331599637572,0.412177402715159
74,0.231902138531464,0.371722905697802,0.219317142779297,0.374360240811055
75,0.232872839181999,0.375252465241966,0.214135271564191,0.336993412564139
76,0.238270073180217,0.396619179016762,0.211740807292912,0.305658111701689
77,0.24728017915754,0.409160689657461,0.204974386209946,0.273215422204613
78,0.258972631716662,0.408973775366857,0.197518683127521,0.242071314524849
79,0.272969445186397,0.422879700275155,0.189942525166706,0.216217574617907
80,0.288613172190638,0.417551200998029,0.184828229546878,0.192980966131296
81,0.304671268504342,0.394601319069864,0.17303354498392,0.166559478938906
