"periods","CETs","GECs","HBCM","GDCM"
1,1.6600078250307,26.3092794153232,0.0663551462887818,0.0528339652547718
2,2.10674032912065,24.5392574081856,0.139222006544334,0.119053068693563
3,2.53611294188353,22.6715683429252,0.218500497423956,0.194120313979709
4,2.93168657170619,20.7875291048964,0.313226820120759,0.287650571245308
5,3.2802049721725,18.9162400900474,0.422466674453164,0.398125515271609
6,3.57224358361021,17.1052184402946,0.551439603583609,0.527730212731771
7,3.80097151387831,15.34056181583,0.695444200455095,0.669935917566884
8,3.96299373583956,13.652511953777,0.8579391405787,0.824794227014165
9,4.05708882657239,12.0400534187954,1.03126597051723,0.982653206765174
10,4.08463228571275,10.5166870923366,1.2175094418195,1.14362551995783
11,4.04872805483089,9.08780094570944,1.41041365940625,1.29982930556102
12,3.95479563921789,7.7868058588831,1.61171924610716,1.45290477319577
13,3.80861577722861,6.57669275198377,1.81089172933887,1.59014819974389
14,3.61794920447803,5.5029325348977,2.01105215454224,1.71568344909781
15,3.3910717952721,4.55548279171839,2.21004643637881,1.82772411687064
16,3.13618074114203,3.71014893197011,2.40014846588103,1.91763325568904
17,2.86153632733262,2.95675456401229,2.57694426020914,1.98338138643857
18,2.57589430731444,2.33445153766424,2.74259962327754,2.02956890763399
19,2.28719350214047,1.81180857234741,2.89250026008479,2.0536648703182
20,2.00316194290213,1.3922769003343,3.02649864176236,2.05742831345445
21,1.73008664016344,1.03596801716177,3.13672577150262,2.03334398113769
22,1.47407544883147,0.763429049294804,3.22591767612764,1.99001714037629
23,1.24057753405739,0.59112937275822,3.29765923836059,1.93260042561674
24,1.03318592261838,0.457105327955381,3.34267481561808,1.85249722935514
25,0.854909978683824,0.378326634777274,3.36176328896227,1.75574670500699
26,0.707768743830134,0.338229086440359,3.35888700030421,1.64938981459459
27,0.59283065806862,0.343785580071439,3.33340979650857,1.53340091042213
28,0.510138559911444,0.378175394218413,3.2836698763559,1.40751633634671
29,0.458886344257592,0.431112828528551,3.21344677381592,1.27869024650462
30,0.437759152148209,0.511069188049285,3.12459805199015,1.14961191217878
31,0.444645641425449,0.602342663429617,3.01894034452657,1.02221124940749
32,0.476603719307663,0.68000372985078,2.89622549830321,0.897480760438003
33,0.530602658059156,0.765389275883151,2.75961168881354,0.779436797046156
34,0.603323825019749,0.853556880025785,2.61350575202413,0.670978449314662
35,0.691110822993584,0.941617217728838,2.45813585380832,0.571381323634596
36,0.789772491974202,0.999692676377908,2.2933747876005,0.4803117818859
37,0.895683503664447,1.05054836356705,2.12501474658412,0.403049811400159
38,1.00560551591119,1.09986768825959,1.96374822088203,0.346919997118798
39,1.11543157128347,1.11380079986166,1.79504639422125,0.295957679143466
40,1.22200751078992,1.12955814359237,1.62661983622944,0.254218080568875
41,1.32255555616145,1.13716735183674,1.46482900955289,0.231066199432672
42,1.41382676753115,1.10124737892455,1.30476740010137,0.215007278919307
43,1.4945900686596,1.08439010716654,1.16306405502064,0.224377900558187
44,1.5621826548479,1.03655749356983,1.0201825311431,0.231498136934486
45,1.61541531365504,0.984184603728758,0.888715311023967,0.248721866709618
46,1.65325510190069,0.922133630694414,0.768451733521484,0.275713969463736
47,1.67519052477959,0.864352971371619,0.654931524480457,0.307258264543719
48,1.68162549300094,0.81163934516915,0.557835465134598,0.349077987925127
49,1.67286856373955,0.753765451478208,0.472528890093218,0.397479764124037
50,1.64921247497826,0.686040329744034,0.396033175353207,0.442346420380649
51,1.61206118281108,0.63361320358799,0.332566057062291,0.490391422870165
52,1.56242327355147,0.57021399035644,0.281219971008118,0.53977105154196
53,1.50175743003113,0.521609456824219,0.234800724693896,0.581207970331095
54,1.43179507007828,0.47727739199949,0.202930822814846,0.625142979288806
55,1.35425463692507,0.452156521769737,0.174090127471945,0.658251354455964
56,1.27113880057754,0.425247464284434,0.159899994130855,0.696289855565055
57,1.18445276080765,0.402715784309047,0.158653190571992,0.734348257758399
58,1.09463351811084,0.342104323392485,0.148389709624717,0.747160769223583
59,1.00441812536873,0.3152112940543,0.148466543320111,0.765881329772062
60,0.914557235255224,0.283474863531444,0.148290914648624,0.771364469691939
61,0.82681367994424,0.272136346657838,0.152745800098406,0.772628873497969
62,0.742420075576,0.259652487984189,0.160219415076098,0.769526574049951
63,0.662037426973386,0.234873636518933,0.165564592454801,0.755212569514756
64,0.586885015151379,0.230805014011356,0.173822541689401,0.738517759201838
65,0.517624215638672,0.232212255037959,0.17971185213909,0.713924161435511
66,0.455312234933821,0.255086609430347,0.191395768332051,0.690352465044032
67,0.400112435381721,0.267353689865051,0.202726205733348,0.662056071551995
68,0.352642087106648,0.290098399130926,0.210740542938253,0.630543992830535
